Usuario,Rating,Fecha,Descripcion,Local
Alejandro Castagno,5 estrellas,Hace 10 meses,None,"Av Ramon Menendez Pidal 3598, Urca"
cuenta de steam,5 estrellas,Hace 10 meses,None,"Av Ramon Menendez Pidal 3598, Urca"
Roberto Ferrero,4 estrellas,Hace 10 meses,None,"Av Ramon Menendez Pidal 3598, Urca"
Noe,5 estrellas,Hace 10 meses,None,"Av Ramon Menendez Pidal 3598, Urca"
nacho oviedo,5 estrellas,Hace 10 meses,None,"Av Ramon Menendez Pidal 3598, Urca"
Carlos Montenegro,5 estrellas,Hace 11 meses,None,"Av Ramon Menendez Pidal 3598, Urca"
Llanca Bee,5 estrellas,Hace 11 meses,None,"Av Ramon Menendez Pidal 3598, Urca"
Martin Zalazar,5 estrellas,Hace 11 meses,None,"Av Ramon Menendez Pidal 3598, Urca"
tomas viader,5 estrellas,Hace 11 meses,None,"Av Ramon Menendez Pidal 3598, Urca"
Gabriela Reynoso,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Duilio Sargentoni,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Bautistayamila Cueva,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Caco Nahmias,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Daniel Gavillon,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Juan Martin Lobo,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
romina ruiz,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Giuliana Natali Lupis,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Fabiana Di Carlo,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Marcelo Britos,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Franco Sanchez,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Leandro Artale,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
aby rimoldi,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Melisa Novaro Díaz,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Norma Solorza,3 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Gonzalo Valdes Ferreyra,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Alberto Grun,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Emilia Armando,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
eliana kantor,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
antonio nicolas Bossa,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Pablo Peña,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
María Candelaria Riboldi,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
karina horrocks,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Vanesa Corbo,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Tomas Dallegre,3 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
María José Martínez Llanos,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Guillermo Diaz,3 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Yaqui Cuello,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Tomas Pidone,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Daniela Pizarro,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Juan Ricardi,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Luis Vazquez,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Claudia Calciano,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Leonardo Sanchez,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
gustavo rodriguez aranciva,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Jorge Horacio Aletti,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Javier Canavesio,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Lara Aylen Acacio,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Facundo Facturacion,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Luis Miguel Aberastain Oro,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Ing. Cecilia Piergiovanni,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Noelia Oviedo,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Victoria Vigliano,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Lau,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Pablo Diamante,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Parihuela Casa de Comidas,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Diego Cerioni,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Nicolás Giussano,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Ramiro Saavedra,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Santiago Abelleira,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Valeria Marquez,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
ivan barrera,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
CLUB DE CABAÑAS CORDOBA,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Roberto Daniel Denizi,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Walter Hugo Lucero,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Gabriela Brazzale,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Dani Pozzi,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Soledad Perez,4 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Pilar Carballo,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Rosana D'Alessandro,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Silvia Rozze,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Esteban Manuel Donaire,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Cinthia Olivero,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Alejandro Gordillo,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Cecilia Pereyra,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Juan Manuel Daghero,5 estrellas,Hace un año,None,"Av Ramon Menendez Pidal 3598, Urca"
Luciano de Asteinza,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Marcos Merino,4 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Leandro Benegas,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Victoria Cordoba,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Juancho Altamira,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Roberto Brito,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
luciana rodriguez,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Lujan Varela,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Dianela Muradas,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Andrea Campos,4 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Sergio Ceballos,4 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Guillermo Gignoli,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Mary Piatti,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
laura rado,4 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Luis Bonadero,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Matias Soler,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
María Mealla,4 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Nano Gimenez,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
250 racing,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Gabi Gabi,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Eugenia Oberhofer,5 estrellas,Hace 2 años,None,"Av Ramon Menendez Pidal 3598, Urca"
juan combina,5 estrellas,Hace 3 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Lorena Granelli,1 estrella,Hace 3 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Paula 73,5 estrellas,Hace 3 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Eduardo Gomzalez,5 estrellas,Hace 3 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Facundo Corbalán,5 estrellas,Hace 3 años,None,"Av Ramon Menendez Pidal 3598, Urca"
pao bertolotto,5 estrellas,Hace 3 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Jimena Beltran,5 estrellas,Hace 3 años,None,"Av Ramon Menendez Pidal 3598, Urca"
alejandro funes,5 estrellas,Hace 3 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Natalia Arregui,5 estrellas,Hace 3 años,None,"Av Ramon Menendez Pidal 3598, Urca"
HUGO IRIBARREN,5 estrellas,Hace 3 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Yanina centeno,5 estrellas,Hace 4 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Agus,3 estrellas,Hace 4 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Pablo Montivero,5 estrellas,Hace 4 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Jorge Bagattini,4 estrellas,Hace 4 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Manuel Giovine,5 estrellas,Hace 4 años,None,"Av Ramon Menendez Pidal 3598, Urca"
Ary Bonifay,4 estrellas,Hace 4 años,None,"Av Ramon Menendez Pidal 3598, Urca"
cecilia deangelillo,4 estrellas,Hace 2 meses,Muy linda la heladería!! Hacía falta que hubiera un Barilatte en la zona... Con la calidad de siempre en sus productos🍧🍨 y la muy buena y amable atención de parte de sus empleadas....👏👏👏…,Av. Rafael Núñez 3953
Andres Bolletta,5 estrellas,Hace 2 meses,"Excelente atención y la encargada nos hizo 2 copones Barilatte y a una la ""personalizó"" ya que mi hija no quería mezclar la Chantilly y las nueces y almendras con el resto. Una genia! Gracias!! Felicitaciones por el personal que se adapta a los pedidos",Av. Rafael Núñez 3953
JULIO ALFREDO CAPDEVILA,5 estrellas,Hace 2 meses,Tuvimos una experiencia fantástica visitando la heladería. Nos atendieron muy bien y los helados son muy ricos. La super recomiendo.,Av. Rafael Núñez 3953
Gabriel Pérez,5 estrellas,Hace 2 meses,"Espectacular el helado de lemon pie y el de pistacho bien ubicado muy piolas las chicas que te atienden, el lugar muy lindo",Av. Rafael Núñez 3953
Gonzalo Capdevila,5 estrellas,Hace 2 meses,muy rico el helado y abundante! la atención fue muy rápida y el personal muy amable! sin dudas voy a volver,Av. Rafael Núñez 3953
Jimena Bustos,5 estrellas,Hace 4 meses,"Fui con mis niños que disfrutaron mucho del espacio, los sillas muy cómodas para ellos y estaban fascinados con la decoración, los helados iluminados y disfrutaron de los sabores chocolate, chantilly, vainilla y pistacho. Terminamos trayendo más helado a casa 😋 Gracias!!!…",Av. Rafael Núñez 3953
Monica Candeago,5 estrellas,una semana atrás,"Muy lindo lugar, mb la atención y el producto es excelente, lo recomiendo tienen que ir a tomar un delicioso helado en ese lugar
Tmb pueden tomar una merienda, no la probé pero me imagino que debe de ser muy rico 🤤😋…",Av. Rafael Núñez 3953
José A Villavicencio,5 estrellas,Hace un mes,Muy buena atención y muy ricos los sabores.-,Av. Rafael Núñez 3953
MARY,3 estrellas,3 semanas atrás,"Probado pero me gustan más los de otra marca.
En respuesta al comentario, creí me encontraría con sabores  más intensos y algo diferente a lo habitual, pero lo consideré un helado rico pero no sale de lo…",Av. Rafael Núñez 3953
Julian Ponce,5 estrellas,Hace un mes,Muy lindo lugar tranquilo atención muy buena cómodo bastante gente tienen abierto hasta bastante tarde asique si estas anotado de comer un helado podes ir están hasta las 2 los días sábados mismo precios que en las demás lo recomiendo,Av. Rafael Núñez 3953
Alejandro Viqueira,1 estrella,2 semanas atrás,Cuando solicitas helado para celiacos te lo sirven en el mismo pote de kg con los sabores que No son aptos para celiaco y se niegan a separartelos. Lo cual es un problema para la salud de una persona celiaca,Av. Rafael Núñez 3953
Gordon Shumway,5 estrellas,Hace 2 meses,"La mejor Barilatte de toda Córdoba. Las chicas que te atienden son un 10, super amables y atentas. El lugar es bonito pero muy caluroso, no hay aire acondicionado o no lo usan, es mi única crítica.",Av. Rafael Núñez 3953
Elias Bullan,5 estrellas,Hace 4 meses,"¡Qué alegría que Barilatte haya abierto una nueva sucursal! La calidad de siempre, pero ahora más cerca. Los sabores que tanto nos gustan están intactos: cremosos, frescos y con ese toque especial que los distingue. El local es muy lindo,…",Av. Rafael Núñez 3953
Laura Ceballos,5 estrellas,Hace 2 meses,"Excelente atención y servicio por parte de las chicas. Destaco el café, exquisito. Recomendable lugar para merendar!!!",Av. Rafael Núñez 3953
Maxi Godoy Ribero,5 estrellas,Hace 4 meses,"Un lugar espectacular para ir con la familia. Muy rico el helado y el café. También nos atendieron excelente 👏🏻.
Súper recomendable!…",Av. Rafael Núñez 3953
Matias Olmos,1 estrella,Hace 3 meses,Pedimos 4 sabores pero prácticamente pusieron de uno solo. Una avivada me pareció.,Av. Rafael Núñez 3953
María Belén Gomez,5 estrellas,Hace un mes,"Excelente atención,  muy lindo y cómodo el local, buenos precios. Riquísimos estos helados!",Av. Rafael Núñez 3953
rocio puchi,5 estrellas,Hace 2 meses,Fui ayer a tomar un helado con amigas. Hermoso el local y excelente la atención!! Volveremos,Av. Rafael Núñez 3953
Carla Toranzo,5 estrellas,Hace 4 meses,"Pase ayer y ya quería helado ..
Pero la verdad hermoso impecable todo
Mucha felicitaciones 👏 .
La atencion  excelente la recomiendo ..…",Av. Rafael Núñez 3953
Layla Rocio Soto,5 estrellas,Hace 3 meses,"Fuimos con mi novio a tomar un helado, y muy rico 10/10 ❤️ las chicas muy amables, el lugar muy lindo decorado y tranquilo. Súper recomendable",Av. Rafael Núñez 3953
Martin Bustos,5 estrellas,Hace 3 meses,Excelente café y atención de parte de la señorita que me atendió el día de hoy ala mañana.. me pedí una key lime pai.. exquisita! Recomiendo👌🏼…,Av. Rafael Núñez 3953
Alejandro Gonzalez,5 estrellas,Hace 4 meses,"Excelente atención, me encanto el lugar. Hacía falta una heladería así en la zona. Los mejores helados!!!",Av. Rafael Núñez 3953
Leonardo Brunelli,5 estrellas,Hace 3 días,Excelente atención. Muy buen cafe!!! Como pocos en cordoba,Av. Rafael Núñez 3953
Gustavo Nicolás Matus,5 estrellas,Hace un mes,"Excelente lugar, helado fabulosa, fantastica la atencion. Buenas promos.",Av. Rafael Núñez 3953
Maria De La Paz Scagliotti,5 estrellas,Hace 4 meses,"Feliz de tenerlos más cerca !!! Lejos los mejores Helados de Córdoba!!
Excelente el Café ☕️ y las tostadas tremendas.",Av. Rafael Núñez 3953
Laura Cortiana,5 estrellas,Hace 4 días,Los helados son muy recomendables. Amplio horario de atención.,Av. Rafael Núñez 3953
Cynthia Noel Castro,5 estrellas,Hace un mes,"La atención de Las Chicas increíble, buena predisposición y seservicio, merendamos y los pepedido espectaculares y sin demora. El recibimiento y la predisposiciónde ayuda y sugerencias nos encantaron.",Av. Rafael Núñez 3953
marcos miguel rodriguez paoloni,5 estrellas,una semana atrás,Muy buena atención... la calidad de los productos super rica..  precios acordes...,Av. Rafael Núñez 3953
Nestor Olivares,5 estrellas,Hace 4 meses,"Muy ricos helados 😋, lindo local... Y excelente atención de las chicas...…",Av. Rafael Núñez 3953
Constanza Carolina Salusso,5 estrellas,3 semanas atrás,Muy rico el helado y muy buena la atención de las chicas.,Av. Rafael Núñez 3953
Griselda Natalia Condori,5 estrellas,3 semanas atrás,"Excelente atención.
Como siempre riquísimo los sabores que ofrecen.",Av. Rafael Núñez 3953
Criz Soto,3 estrellas,Hace 2 meses,Inmejorable el helado y la ubicación de esta sucursal pero el servicio es lento y desorganizado.,Av. Rafael Núñez 3953
Walter Dente,4 estrellas,Hace 3 meses,Muy buenos helados y promos. Es una excelente alternativa para el barrio.,Av. Rafael Núñez 3953
Marcos García,5 estrellas,Hace 4 meses,Excelente atención! Muy buenos helados!!,Av. Rafael Núñez 3953
Jorge Torres,5 estrellas,Hace 4 meses,"El lugar es muy bonito,  diseño moderno, buena atención.
El sabor es increíble.",Av. Rafael Núñez 3953
Leonardo Antonello,4 estrellas,Hace 2 meses,"Lindo lugar, impecable moderno y bien ambientado. Muy buena atención.",Av. Rafael Núñez 3953
Juan Jose Ficco,2 estrellas,Hace 3 meses,Una Sombra de lo que era Bariloche! Encima dejaron de hacer el helado de higo!,Av. Rafael Núñez 3953
Juan Manuel Patiño,5 estrellas,Hace 3 meses,El mejor helado y la mejor atencion siempre!,Av. Rafael Núñez 3953
STELLA MARIS SASTRE,5 estrellas,Hace 2 meses,"Excelente Atención, Calidad y Buenos Precios.",Av. Rafael Núñez 3953
Jimena Navarro,5 estrellas,Hace 4 meses,Qué fruta noble el helado que hacen diosmio 🤭🤤…,Av. Rafael Núñez 3953
Fuwik,5 estrellas,Hace 2 meses,Muy rico todo,Av. Rafael Núñez 3953
Flor Torrilla,5 estrellas,Hace 2 meses,"Hermoso lugar, y excelente servicio!!!!",Av. Rafael Núñez 3953
myriam calume,5 estrellas,Hace 4 meses,"Me encantó todo, Felicitaciones 👏 😊…",Av. Rafael Núñez 3953
Walter Palomeque,5 estrellas,Hace un mes,Muy ricos!!,Av. Rafael Núñez 3953
Martín Bernaus,5 estrellas,Hace 4 meses,¡Excelente atención! ¡Un placer!,Av. Rafael Núñez 3953
Alejandra Beltrami,5 estrellas,Hace un mes,Excelente atencion del personal.,Av. Rafael Núñez 3953
Mariana Dequino,5 estrellas,Hace 2 meses,Excelente atención,Av. Rafael Núñez 3953
Ingrid Knorr,5 estrellas,Hace 4 días,None,Av. Rafael Núñez 3953
Ignacio Martinez,4 estrellas,2 semanas atrás,None,Av. Rafael Núñez 3953
Lupe Argüello,4 estrellas,2 semanas atrás,None,Av. Rafael Núñez 3953
Ale Martino,5 estrellas,2 semanas atrás,None,Av. Rafael Núñez 3953
Miguel Angel Lardone,5 estrellas,3 semanas atrás,None,Av. Rafael Núñez 3953
Federico Primicia,5 estrellas,Hace un mes,None,Av. Rafael Núñez 3953
Celeste Sosa,5 estrellas,Hace un mes,None,Av. Rafael Núñez 3953
ezequiel cervelli,5 estrellas,Hace un mes,None,Av. Rafael Núñez 3953
